name,vacancy_rate,rental_stock,population,rental_pop,state,region
Keysborough,0.77,81,25792.0,16.03,Victoria,Greater Dandenong
Ashwood,0.64,21,6883.0,33.09,Victoria,Monash
Chadstone,1.04,47,8641.0,34.51,Victoria,Monash
Glen Waverley,1.14,197,40325.0,22.6,Victoria,Monash
Mount Waverley,0.78,116,33610.0,20.76,Victoria,Monash
Mulgrave,0.63,51,19369.0,19.43,Victoria,Monash
Oakleigh,1.08,44,7887.0,28.67,Victoria,Monash
Huntingdale,0.49,16,8689.0,16.66,Western Australia,Gosnells
Wheelers Hill,0.55,46,19749.0,14.27,Victoria,Monash
Notting Hill,1.39,25,3054.0,51.41,Victoria,Monash
Clayton,2.77,246,19352.0,53.89,Victoria,Monash
Ardeer,1.18,18,3104.0,26.72,Victoria,Brimbank
Albion,1.14,27,4733.0,38.63,Victoria,Brimbank
Cairnlea,0.58,18,9661.0,11.45,Victoria,Brimbank
Delahey,0.64,19,8344.0,20.51,Victoria,Brimbank
Keilor Downs,0.57,22,9995.0,17.01,Victoria,Brimbank
Sunshine,1.15,50,9765.0,34.84,Victoria,Brimbank
Sunshine North,0.65,33,11697.0,24.59,Victoria,Brimbank
Sunshine West,0.83,61,18583.0,24.38,Victoria,Brimbank
Taylors Lakes,0.24,13,15517.0,9.55,Victoria,Brimbank
Deer Park,0.68,47,18125.0,26.6,Victoria,Brimbank
Derrimut,,0,8265.0,20.14,Victoria,Brimbank
Altona,0.83,51,10767.0,28.29,Victoria,Hobsons Bay
Altona Meadows,0.52,41,19158.0,25.08,Victoria,Hobsons Bay
Altona North,0.95,64,12156.0,26.48,Victoria,Hobsons Bay
Seabrook,0.94,17,5128.0,16.68,Victoria,Hobsons Bay
Williamstown,0.69,46,13972.0,22.36,Victoria,Hobsons Bay
Braybrook,1.11,53,9195.0,43.81,Victoria,Maribyrnong
Footscray,2.43,297,16341.0,49.9,Victoria,Maribyrnong
Maribyrnong,1.5,93,12220.0,34.32,Victoria,Maribyrnong
Seddon,0.97,24,5128.0,34.26,Victoria,Maribyrnong
Kingsville,,0,3946.0,35.86,Victoria,Maribyrnong
West Footscray,1.16,67,11449.0,37.35,Victoria,Maribyrnong
Tottenham,,0,451.0,19.73,New South Wales,Lachlan
Yarraville,1.05,78,14964.0,28.88,Victoria,Maribyrnong
Bacchus Marsh,0.71,27,6395.0,24.76,Victoria,Moorabool
Melton West,0.51,32,17590.0,22.21,Victoria,Melton
Rockbank,3.13,117,1532.0,23.34,Victoria,Melton
Mount Cottrell,1.45,7,567.0,15.6,Victoria,Melton
Taylors Hill,0.32,14,14919.0,10.4,Victoria,Melton
Burnside,0.32,7,4750.0,10.29,Victoria,Melton
Burnside Heights,0.9,16,6068.0,17.83,Victoria,Melton
Caroline Springs,0.74,63,24209.0,20.74,Victoria,Melton
Brookfield,1.92,71,9211.0,25.63,Victoria,Melton
Eynesbury,1.76,36,2575.0,7.57,Victoria,Melton
Exford,,0,104.0,,Victoria,Melton
Hillside,,0,63.0,16.67,Western Australia,Narrogin
Kurunjang,1.03,41,10068.0,20.67,Victoria,Melton
Toolern Vale,0.67,2,723.0,11.2,Victoria,Melton
Melton,1.25,49,8069.0,28.28,Victoria,Melton
Melton South,1.94,121,11518.0,27.81,Victoria,Melton
Hoppers Crossing,1.04,150,38701.0,21.83,Victoria,Wyndham
Laverton,1.46,37,4915.0,38.34,Victoria,Hobsons Bay
Werribee,1.61,369,40343.0,27.79,Victoria,Wyndham
Point Cook,1.76,385,49936.0,27.14,Victoria,Wyndham
Quandong,,0,,,Victoria,Wyndham
Tarneit,2.46,642,34566.0,27.08,Victoria,Wyndham
Truganina,2.37,403,20686.0,26.54,Victoria,Wyndham
Wyndham Vale,2.41,275,23273.0,25.0,Victoria,Wyndham
Carrum Downs,0.65,66,20708.0,25.81,Victoria,Frankston
Frankston,1.13,215,36095.0,33.95,Victoria,Frankston
Frankston North,1.11,30,5760.0,37.68,Victoria,Frankston
Frankston South,0.45,35,18201.0,18.35,Victoria,Frankston
Langwarrin,0.39,37,22586.0,17.64,Victoria,Frankston
Skye,0.35,11,8094.0,17.69,Victoria,Frankston
Sandhurst,0.39,7,4983.0,14.05,Victoria,Frankston
Dromana,0.78,40,5801.0,15.1,Victoria,Mornington Peninsula
Hastings,0.45,22,9605.0,33.22,Victoria,Mornington Peninsula
Somers,0.41,5,1670.0,7.88,Victoria,Mornington Peninsula
Mount Eliza,0.39,28,17886.0,8.65,Victoria,Mornington Peninsula
Mount Martha,0.52,46,18551.0,11.74,Victoria,Mornington Peninsula
Rosebud,0.8,77,13194.0,18.35,Victoria,Mornington Peninsula
McCrae,0.67,15,2824.0,10.71,Victoria,Mornington Peninsula
Somerville,0.21,10,11338.0,18.03,Victoria,Mornington Peninsula
Mornington,0.69,86,23987.0,21.12,Victoria,Mornington Peninsula
Ararat,0.74,31,8293.0,23.95,Victoria,Ararat
Horsham,0.71,54,14541.0,25.91,Victoria,Horsham
St Arnaud,0.16,2,2190.0,18.52,Victoria,Northern Grampians
Stawell,0.48,15,6030.0,23.0,Victoria,Northern Grampians
Irymple,0.29,8,5324.0,15.0,Victoria,Mildura
Merbein,0.3,4,2716.0,20.47,Victoria,Mildura
Red Cliffs,0.47,12,5065.0,21.03,Victoria,Mildura
Mildura,1.06,184,32740.0,31.47,Victoria,Mildura
Gannawarra,,0,90.0,50.0,Victoria,Gannawarra
Kerang,0.15,3,3899.0,19.53,Victoria,Gannawarra
Robinvale,,0,3087.0,29.25,Victoria,Swan Hill
Swan Hill,0.48,26,10904.0,28.44,Victoria,Swan Hill
Echuca,0.37,27,14042.0,24.95,Victoria,Campaspe
Kyabram,0.28,10,7337.0,22.41,Victoria,Campaspe
Lockington,,0,810.0,16.53,Victoria,Campaspe
Gunbower,,0,559.0,10.36,Victoria,Campaspe
Rochester,0.13,2,3115.0,16.83,Victoria,Campaspe
Rushworth,0.5,4,1330.0,12.92,Victoria,Campaspe
Cobram,0.26,9,6017.0,24.57,Victoria,Moira
Numurkah,0.26,6,4474.0,22.5,Victoria,Moira
Yarrawonga,0.61,32,7930.0,20.09,Victoria,Moira
Mooroopna,0.55,23,7938.0,26.9,Victoria,Greater Shepparton
Shepparton,1.03,154,31193.0,31.28,Victoria,Greater Shepparton
Kialla,0.37,13,6819.0,13.25,Victoria,Greater Shepparton
Portland,0.65,35,9709.0,24.89,Victoria,Glenelg
Colac,0.5,24,9048.0,24.42,Victoria,Colac-Otway
Warrnambool,0.49,80,29661.0,27.63,Victoria,Warrnambool
Alexandra Hills,0.65,42,16256.0,20.81,Queensland,Redland
Gumdale,0.27,2,2121.0,9.94,Queensland,Brisbane
Birkdale,0.46,28,14500.0,20.32,Queensland,Redland
Capalaba,0.51,38,17335.0,24.2,Queensland,Redland
Thorneside,0.79,14,3764.0,28.88,Queensland,Redland
Wellington Point,0.41,20,12348.0,20.24,Queensland,Redland
Cleveland,0.54,44,14797.0,30.1,Queensland,Redland
Ormiston,0.52,15,5789.0,19.04,Queensland,Redland
Redland Bay,0.45,33,14959.0,22.01,Queensland,Redland
Sheldon,0.17,1,1699.0,6.06,Queensland,Redland
Mount Cotton,0.2,5,6832.0,15.57,Queensland,Redland
Thornlands,0.53,40,14692.0,22.24,Queensland,Redland
Victoria Point,0.62,45,15020.0,25.86,Queensland,Redland
North Stradbroke Island,,0,134.0,17.27,Queensland,Redland
Southern Moreton Bay Islands,,0,,,Queensland,Gold Coast
Lytton,,0,5.0,,Queensland,Brisbane
Lota,0.38,5,3254.0,23.02,Queensland,Brisbane
Manly West,0.24,12,11972.0,24.12,Queensland,Brisbane
Murarrie,1.17,24,4304.0,29.67,Queensland,Brisbane
Tingalpa,0.62,23,8295.0,24.83,Queensland,Brisbane
Wakerley,0.57,18,8451.0,23.69,Queensland,Brisbane
Wynnum,1.01,63,12913.0,32.52,Queensland,Brisbane
Wynnum West,0.71,38,12289.0,28.87,Queensland,Brisbane
Hemmant,0.61,7,2382.0,23.28,Queensland,Brisbane
Bald Hills,0.92,25,6504.0,23.7,Queensland,Brisbane
Bridgeman Downs,0.52,22,8441.0,12.87,Queensland,Brisbane
Carseldine,0.7,31,9538.0,27.03,Queensland,Brisbane
Everton Park,1.39,65,8868.0,32.68,Queensland,Brisbane
McDowall,0.73,23,7236.0,18.2,Queensland,Brisbane
Aspley,0.81,44,12113.0,24.15,Queensland,Brisbane
Chermside,1.47,98,9320.0,54.76,Queensland,Brisbane
Chermside West,0.98,27,6457.0,20.04,Queensland,Brisbane
Geebung,0.68,13,4628.0,24.33,Queensland,Brisbane
Kedron,1.17,54,9354.0,38.05,Queensland,Brisbane
Gordon Park,1.05,21,4234.0,38.4,Queensland,Brisbane
Stafford,1.01,35,6562.0,43.2,Queensland,Brisbane
Stafford Heights,0.98,28,6831.0,24.9,Queensland,Brisbane
Wavell Heights,1.1,44,9690.0,24.85,Queensland,Brisbane
Boondall,0.82,33,9223.0,25.59,Queensland,Brisbane
Brisbane Airport,,0,,,Queensland,Brisbane
Pinkenba,,0,368.0,30.65,Queensland,Brisbane
Northgate,0.16,4,6225.0,26.54,South Australia,Port Adelaide Enfield
Virginia,1.38,13,2205.0,21.66,Queensland,Brisbane
Nudgee,1.05,19,3575.0,22.18,Queensland,Brisbane
Banyo,0.81,21,5863.0,27.46,Queensland,Brisbane
Nundah,1.24,93,12144.0,49.5,Queensland,Brisbane
Bracken Ridge,0.5,33,16936.0,23.34,Queensland,Brisbane
Deagon,1.0,18,3680.0,28.34,Queensland,Brisbane
Sandgate,0.7,15,4902.0,31.23,Queensland,Brisbane
Shorncliffe,0.62,5,1872.0,26.79,Queensland,Brisbane
Taigum,0.4,15,6494.0,34.78,Queensland,Brisbane
Fitzgibbon,0.84,23,5657.0,31.59,Queensland,Brisbane
Zillmere,1.4,62,8969.0,48.76,Queensland,Brisbane
Camp Hill,1.05,49,11199.0,25.31,Queensland,Brisbane
Cannon Hill,1.18,39,5534.0,27.23,Queensland,Brisbane
Carina,0.96,55,11016.0,31.52,Queensland,Brisbane
Carina Heights,1.01,34,6725.0,39.59,Queensland,Brisbane
Carindale,0.81,49,15734.0,14.31,Queensland,Brisbane
Annerley,1.65,94,11332.0,47.29,Queensland,Brisbane
Coorparoo,1.62,141,16282.0,39.6,Queensland,Brisbane
Dutton Park,1.8,20,2027.0,51.5,Queensland,Brisbane
Greenslopes,1.62,77,8933.0,49.04,Queensland,Brisbane
Holland Park,0.96,33,8113.0,32.42,Queensland,Brisbane
Holland Park West,1.1,31,6376.0,31.0,Queensland,Brisbane
Woolloongabba,2.58,137,5634.0,49.44,Queensland,Brisbane
Yeronga,0.92,32,6538.0,37.11,Queensland,Brisbane
Eight Mile Plains,0.91,58,15321.0,31.75,Queensland,Brisbane
Mount Gravatt,0.98,17,3366.0,36.98,Queensland,Brisbane
Rochedale,1.03,30,3176.0,14.6,Queensland,Brisbane
Burbank,0.54,2,1053.0,10.86,Queensland,Brisbane
Upper Mount Gravatt,1.52,73,9237.0,35.99,Queensland,Brisbane
Wishart,0.78,31,10703.0,21.02,Queensland,Brisbane
Coopers Plains,1.14,27,5484.0,40.44,Queensland,Brisbane
Moorooka,0.94,47,10370.0,35.9,Queensland,Brisbane
Salisbury,0.62,25,8207.0,38.75,South Australia,Salisbury
Nathan,1.39,5,1187.0,28.99,Queensland,Brisbane
Tarragindi,0.73,30,10783.0,18.9,Queensland,Brisbane
Algester,0.91,33,8426.0,26.19,Queensland,Brisbane
Calamvale,1.12,76,17122.0,30.15,Queensland,Brisbane
Stretton,1.05,16,4335.0,9.47,Queensland,Brisbane
Pallara,1.55,42,517.0,17.26,Queensland,Brisbane
Willawong,,0,173.0,21.74,Queensland,Brisbane
Parkinson,0.71,28,10879.0,19.34,Queensland,Brisbane
Drewvale,0.79,11,4481.0,21.37,Queensland,Brisbane
Rocklea,1.54,11,1594.0,36.89,Queensland,Brisbane
Acacia Ridge,1.74,56,7427.0,41.14,Queensland,Brisbane
Kuraby,0.64,18,8108.0,23.93,Queensland,Brisbane
Runcorn,1.07,59,14595.0,33.62,Queensland,Brisbane
Sunnybank,1.68,57,8700.0,31.58,Queensland,Brisbane
Sunnybank Hills,1.18,77,18092.0,25.0,Queensland,Brisbane
Jindalee,0.55,11,5314.0,18.05,Queensland,Brisbane
Mount Ommaney,0.53,5,2361.0,13.47,Queensland,Brisbane
Middle Park,0.9,19,4149.0,28.13,Victoria,Port Phillip
Jamboree Heights,0.59,7,3093.0,23.5,Queensland,Brisbane
Riverhills,0.62,10,4044.0,25.25,Queensland,Brisbane
Seventeen Mile Rocks,0.6,6,2721.0,21.39,Queensland,Brisbane
Sinnamon Park,0.51,16,6414.0,16.64,Queensland,Brisbane
Westlake,0.26,4,4368.0,11.3,Queensland,Brisbane
Bellbowrie,0.67,13,5456.0,13.8,Queensland,Brisbane
Moggill,0.44,8,4642.0,21.87,Queensland,Brisbane
Kenmore Hills,0.35,3,2401.0,13.31,Queensland,Brisbane
Chapel Hill,0.82,31,10116.0,13.79,Queensland,Brisbane
Fig Tree Pocket,0.68,10,4050.0,11.46,Queensland,Brisbane
Kenmore,0.96,36,8962.0,15.46,Queensland,Brisbane
Pinjarra Hills,,0,607.0,16.39,Queensland,Brisbane
Pullenvale,0.39,4,3182.0,7.04,Queensland,Brisbane
Chelmer,0.93,10,2997.0,16.86,Queensland,Brisbane
Graceville,0.41,7,4629.0,22.03,Queensland,Brisbane
Corinda,0.72,17,5069.0,27.34,Queensland,Brisbane
Indooroopilly,1.73,118,12244.0,41.15,Queensland,Brisbane
Sherwood,0.6,17,5314.0,34.5,Queensland,Brisbane
St Lucia,3.69,172,12575.0,48.19,Queensland,Brisbane
Taringa,1.98,91,8377.0,45.98,Queensland,Brisbane
Enoggera,0.88,21,5159.0,37.83,Queensland,Brisbane
Enoggera Reservoir,,0,27.0,,Queensland,Brisbane
Keperra,0.67,21,6814.0,30.91,Queensland,Brisbane
Mitchelton,0.99,39,8551.0,33.72,Queensland,Brisbane
The Gap,0.69,8,1712.0,43.33,Northern Territory,Alice Springs
Upper Kedron,0.57,12,4175.0,28.17,Queensland,Brisbane
Ferny Grove,0.56,12,5733.0,20.77,Queensland,Brisbane
Brisbane City,4.62,311,9457.0,46.49,Queensland,Brisbane
Fortitude Valley,2.88,188,6979.0,55.56,Queensland,Brisbane
Highgate Hill,1.72,53,6190.0,45.36,Queensland,Brisbane
Kangaroo Point,2.35,145,8059.0,47.37,Queensland,Brisbane
New Farm,1.73,127,12545.0,45.42,Queensland,Brisbane
South Brisbane,3.49,240,7193.0,52.64,Queensland,Brisbane
Spring Hill,2.7,86,5973.0,51.97,Queensland,Brisbane
West End,,0,513.0,18.98,Western Australia,Greater Geraldton
Balmoral,1.41,25,3894.0,31.69,Queensland,Brisbane
Bulimba,1.48,52,6840.0,35.23,Queensland,Brisbane
East Brisbane,2.22,74,5930.0,45.6,Queensland,Brisbane
Hawthorne,1.51,34,4984.0,36.09,Queensland,Brisbane
Morningside,1.38,77,10477.0,41.71,Queensland,Brisbane
Norman Park,1.28,36,6289.0,30.85,Queensland,Brisbane
Alderley,1.16,35,6116.0,36.42,Queensland,Brisbane
Clayfield,1.13,61,10559.0,38.19,Queensland,Brisbane
Grange,0.61,18,5913.0,23.77,South Australia,Charles Sturt
Hendra,0.9,18,4619.0,22.32,Queensland,Brisbane
Kelvin Grove,2.78,111,7929.0,56.42,Queensland,Brisbane
Herston,2.36,24,2219.0,50.0,Queensland,Brisbane
Newmarket,1.66,39,4980.0,42.2,Queensland,Brisbane
Newstead,0.55,15,5364.0,27.77,Tasmania,Launceston
Bowen Hills,2.06,74,3225.0,62.85,Queensland,Brisbane
Wilston,1.25,20,3931.0,31.16,Queensland,Brisbane
Wooloowin,1.03,22,3946.0,43.4,Queensland,Brisbane
Lutwyche,1.38,41,3456.0,51.42,Queensland,Brisbane
Ashgrove,0.86,45,13038.0,24.48,Queensland,Brisbane
Auchenflower,1.66,48,5872.0,40.89,Queensland,Brisbane
Bardon,0.82,31,9505.0,21.5,Queensland,Brisbane
Milton,2.77,49,2276.0,46.5,Queensland,Brisbane
Toowong,2.36,147,10826.0,45.93,Queensland,Brisbane
Brinsmead,0.53,12,5364.0,21.43,Queensland,Cairns
Clifton Beach,1.28,22,3147.0,34.05,Queensland,Cairns
Kewarra Beach,0.6,18,5648.0,25.4,Queensland,Cairns
Stratford,0.58,9,2620.0,13.11,Victoria,Wellington
Redlynch,0.51,21,9726.0,23.64,Queensland,Cairns
Trinity Beach,1.6,54,5481.0,32.37,Queensland,Cairns
Yorkeys Knob,0.89,15,2757.0,43.18,Queensland,Cairns
Machans Beach,0.35,2,1052.0,20.86,Queensland,Cairns
Bentley Park,0.82,28,8016.0,34.41,Queensland,Cairns
Cairns City,1.64,25,2737.0,27.83,Queensland,Cairns
Earlville,0.37,9,4031.0,32.12,Queensland,Cairns
Bayview Heights,0.47,8,4238.0,16.38,Queensland,Cairns
Edmonton,0.65,33,10752.0,31.38,Queensland,Cairns
Gordonvale,0.52,16,6666.0,25.8,Queensland,Cairns
Kanimbla,0.17,2,2667.0,20.95,Queensland,Cairns
Mooroobool,0.63,19,7221.0,30.82,Queensland,Cairns
Lamb Range,,0,,,Queensland,Cairns
Manoora,0.72,24,6030.0,48.38,Queensland,Cairns
Manunda,1.36,38,5390.0,45.71,Queensland,Cairns
Mount Sheridan,0.55,19,8279.0,27.15,Queensland,Cairns
Westcourt,0.8,17,3921.0,51.45,Queensland,Cairns
Bungalow,1.15,15,2153.0,47.72,Queensland,Cairns
White Rock,,0,798.0,1.37,New South Wales,Bathurst Regional
Whitfield,0.88,17,4280.0,26.9,Queensland,Cairns
Edge Hill,0.89,18,3917.0,34.23,Queensland,Cairns
Woree,0.77,21,4818.0,40.63,Queensland,Cairns
Babinda,0.13,1,1254.0,28.78,Queensland,Cairns
Innisfail,2.2,12,1143.0,48.28,Queensland,Cassowary Coast
Tully,0.45,5,2395.0,31.31,Queensland,Cassowary Coast
Yarrabah,,0,2559.0,79.72,Queensland,Yarrabah
Daintree,,0,130.0,18.92,Queensland,Douglas
Port Douglas,2.82,74,3503.0,33.62,Queensland,Douglas
Atherton,0.52,21,7331.0,33.67,Queensland,Tablelands
Herberton,0.22,1,857.0,23.71,Queensland,Tablelands
Kuranda,0.23,4,3003.0,20.98,Queensland,Mareeba
Malanda,0.35,4,1980.0,22.51,Queensland,Tablelands
Yungaburra,0.49,5,1243.0,17.09,Queensland,Tablelands
Mareeba,0.36,20,11082.0,26.85,Queensland,Mareeba
Chinchilla,0.56,19,6614.0,33.47,Queensland,Western Downs
Goondiwindi,0.07,2,6358.0,30.09,Queensland,Goondiwindi
Inglewood,0.62,17,5680.0,29.41,Western Australia,Stirling
Miles,0.83,10,1751.0,28.16,Queensland,Western Downs
Wandoan,2.27,8,569.0,36.33,Queensland,Western Downs
Roma,0.56,21,6847.0,32.72,Queensland,Maranoa
Tara,,0,2304.0,18.38,Queensland,Western Downs
Jondaryan,,0,381.0,25.79,Queensland,Toowoomba
Millmerran,,0,1565.0,30.68,Queensland,Toowoomba
Pittsworth,0.35,5,3293.0,25.28,Queensland,Toowoomba
Clifton,,0,1448.0,25.58,Queensland,Toowoomba
Greenmount,,0,2674.0,9.93,Western Australia,Mundaring
Stanthorpe,0.24,7,5407.0,27.57,Queensland,Southern Downs
Warwick,0.55,34,12223.0,32.29,Queensland,Southern Downs
Berserker,0.88,31,6873.0,33.05,Queensland,Rockhampton
Bouldercombe,,0,1086.0,10.56,Queensland,Rockhampton
Emu Park,0.84,11,2131.0,21.36,Queensland,Livingstone
Frenchville,0.58,23,9028.0,24.01,Queensland,Rockhampton
Glenlee,,0,1233.0,6.05,Queensland,Livingstone
Rockyview,,0,1617.0,3.63,Queensland,Livingstone
Gracemere,1.06,50,11317.0,36.17,Queensland,Rockhampton
Lakes Creek,,0,553.0,14.83,Queensland,Rockhampton
Mount Morgan,0.63,7,1963.0,23.45,Queensland,Rockhampton
Norman Gardens,0.63,28,9948.0,26.7,Queensland,Rockhampton
Park Avenue,0.87,21,5092.0,29.52,Queensland,Rockhampton
Parkhurst,0.77,11,2481.0,32.62,Queensland,Rockhampton
Kawana,1.04,20,4427.0,34.48,Queensland,Rockhampton
Rockhampton,,0,1952.0,36.6,Queensland,Rockhampton
Rockhampton City,1.61,19,1952.0,36.6,Queensland,Rockhampton
The Range,0.94,20,5399.0,22.26,Queensland,Rockhampton
Allenstown,0.49,8,2794.0,36.28,Queensland,Rockhampton
Yeppoon,0.84,32,6332.0,31.19,Queensland,Livingstone
Banana,0.43,1,361.0,13.21,Queensland,Banana
Biloela,0.18,5,5761.0,32.39,Queensland,Banana
Agnes Water,1.17,21,2206.0,18.6,Queensland,Gladstone
Miriam Vale,0.68,2,514.0,18.11,Queensland,Gladstone
Boyne Island,0.77,16,4756.0,26.55,Queensland,Gladstone
Tannum Sands,1.04,25,5146.0,23.44,Queensland,Gladstone
Callemondah,,0,23.0,,Queensland,Gladstone
Clinton,1.7,45,5921.0,29.4,Queensland,Gladstone
New Auckland,1.57,35,5089.0,34.16,Queensland,Gladstone
Gladstone,,0,1544.0,40.04,Queensland,Gladstone
Kin Kora,0.95,11,2581.0,33.45,Queensland,Gladstone
Sun Valley,1.61,9,1270.0,20.0,Queensland,Gladstone
South Trees,,0,,,Queensland,Gladstone
Telina,0.79,7,2141.0,24.1,Queensland,Gladstone
Toolooa,0.87,4,939.0,32.25,Queensland,Gladstone
West Gladstone,1.61,43,4726.0,31.09,Queensland,Gladstone
Broadbeach Waters,0.68,29,7779.0,20.15,Queensland,Gold Coast
Burleigh Heads,1.53,92,10074.0,27.92,Queensland,Gold Coast
Burleigh Waters,0.68,41,14311.0,21.39,Queensland,Gold Coast
Mermaid Beach,1.86,85,6532.0,40.84,Queensland,Gold Coast
Broadbeach,2.25,119,5512.0,34.15,Queensland,Gold Coast
Mermaid Waters,0.88,54,12037.0,26.71,Queensland,Gold Coast
Miami,1.31,54,6852.0,32.2,Queensland,Gold Coast
Coolangatta,0.96,46,5948.0,33.15,Queensland,Gold Coast
Currumbin,1.34,23,2926.0,28.12,Queensland,Gold Coast
Tugun,0.84,29,6589.0,27.82,Queensland,Gold Coast
Currumbin Waters,0.55,21,9121.0,20.89,Queensland,Gold Coast
Elanora,0.62,30,12152.0,17.5,Queensland,Gold Coast
Arundel,0.71,32,10243.0,28.4,Queensland,Gold Coast
Biggera Waters,1.46,80,8537.0,43.63,Queensland,Gold Coast
Coombabah,0.37,19,10387.0,29.73,Queensland,Gold Coast
Labrador,1.26,128,18260.0,43.58,Queensland,Gold Coast
Paradise Point,0.76,30,6532.0,25.24,Queensland,Gold Coast
Hollywell,0.15,2,2863.0,21.71,Queensland,Gold Coast
Runaway Bay,0.71,35,9070.0,25.07,Queensland,Gold Coast
Guanaba,0.66,2,789.0,9.12,Queensland,Gold Coast
Springbrook,0.55,2,654.0,14.77,Queensland,Gold Coast
Tamborine,0.4,6,3945.0,10.84,Queensland,Scenic Rim
Canungra,0.65,4,1235.0,20.05,Queensland,Scenic Rim
Currumbin Valley,0.52,4,1846.0,11.61,Queensland,Gold Coast
Tallebudgera,0.17,2,3666.0,8.29,Queensland,Gold Coast
Mudgeeraba,0.5,26,13624.0,24.17,Queensland,Gold Coast
Bonogin,0.33,5,4571.0,6.22,Queensland,Gold Coast
Reedy Creek,0.41,10,6666.0,23.43,Queensland,Gold Coast
Andrews,,0,35.0,30.77,South Australia,Northern Areas
Carrara,0.61,37,12060.0,26.01,Queensland,Gold Coast
Highland Park,0.43,11,6577.0,19.08,Queensland,Gold Coast
Nerang,0.66,51,16866.0,33.29,Queensland,Gold Coast
Mount Nathan,0.22,1,1213.0,6.23,Queensland,Gold Coast
Pacific Pines,0.59,33,16757.0,35.09,Queensland,Gold Coast
Gaven,,0,1557.0,15.88,Queensland,Gold Coast
Worongary,0.48,11,5612.0,13.14,Queensland,Gold Coast
Tallai,0.19,3,4150.0,9.45,Queensland,Gold Coast
Coomera,1.72,128,13310.0,54.57,Queensland,Gold Coast
Helensvale,1.03,77,16861.0,19.93,Queensland,Gold Coast
Hope Island,1.43,115,11189.0,23.28,Queensland,Gold Coast
Jacobs Well,0.75,10,1842.0,18.94,Queensland,Gold Coast
Alberton,0.41,4,1817.0,28.48,South Australia,Port Adelaide Enfield
Oxenford,0.76,36,11847.0,25.18,Queensland,Gold Coast
Maudsland,0.51,13,5569.0,21.26,Queensland,Gold Coast
Stapylton,1.26,3,441.0,55.5,Queensland,Gold Coast
Yatala,,0,1319.0,6.83,Queensland,Gold Coast
Pimpama,1.91,159,9396.0,59.41,Queensland,Gold Coast
Wongawallan,0.38,2,1270.0,10.96,Queensland,Gold Coast
Upper Coomera,0.81,76,25277.0,40.39,Queensland,Gold Coast
Willow Vale,1.37,11,2096.0,38.63,Queensland,Gold Coast
Clear Island Waters,0.59,11,4123.0,21.4,Queensland,Gold Coast
Merrimac,0.61,18,7069.0,41.22,Queensland,Gold Coast
Varsity Lakes,0.99,71,15024.0,40.6,Queensland,Gold Coast
Robina,0.89,93,23104.0,31.48,Queensland,Gold Coast
Ashmore,0.59,34,11913.0,24.73,Queensland,Gold Coast
Molendinar,0.68,16,6378.0,34.19,Queensland,Gold Coast
Parkwood,0.7,21,8702.0,27.64,Queensland,Gold Coast
Southport,1.31,272,31907.0,46.12,Queensland,Gold Coast
Benowa,0.86,41,8743.0,19.81,Queensland,Gold Coast
Bundall,1.29,27,4522.0,22.89,Queensland,Gold Coast
Main Beach,1.45,47,3885.0,24.75,Queensland,Gold Coast
Surfers Paradise,1.48,294,23689.0,37.1,Queensland,Gold Coast
Darra,1.61,28,4346.0,35.71,Queensland,Brisbane
Sumner,0.9,2,591.0,32.7,Queensland,Brisbane
Durack,0.56,18,7493.0,30.85,Queensland,Brisbane
Inala,0.42,23,14848.0,47.58,Queensland,Brisbane
Richlands,1.65,45,3596.0,51.56,Queensland,Brisbane
Wacol,1.64,6,3760.0,40.85,Queensland,Brisbane
Doolandella,1.12,30,4819.0,32.54,Queensland,Brisbane
Forest Lake,0.62,52,22902.0,27.17,Queensland,Brisbane
Ellen Grove,0.76,11,2904.0,55.41,Queensland,Brisbane
Boonah,0.16,2,2487.0,22.02,Queensland,Scenic Rim
Esk,0.41,4,1699.0,20.92,Queensland,Somerset
Lake Manchester,,0,26.0,,Queensland,Brisbane
England Creek,,0,29.0,,Queensland,Somerset
Lowood,0.55,10,4157.0,37.53,Queensland,Somerset
Rosewood,1.01,16,2835.0,33.75,Queensland,Ipswich
Brassall,1.06,59,10904.0,41.12,Queensland,Ipswich
Bundamba,1.04,33,6516.0,37.71,Queensland,Ipswich
Yamanto,0.72,14,4910.0,31.32,Queensland,Ipswich
Ipswich,0.49,6,2457.0,44.69,Queensland,Ipswich
Karalee,0.31,6,4348.0,10.62,Queensland,Ipswich
Barellan Point,,0,1159.0,10.95,Queensland,Ipswich
Karana Downs,0.07,1,3859.0,13.31,Queensland,Brisbane
One Mile,1.09,10,2078.0,36.69,Queensland,Ipswich
North Ipswich,0.64,13,4520.0,30.26,Queensland,Ipswich
Tivoli,0.29,2,1480.0,21.77,Queensland,Ipswich
Raceview,0.96,41,9717.0,40.07,Queensland,Ipswich
Ripley,2.46,87,1403.0,23.05,Queensland,Ipswich
Camira,0.47,13,7413.0,17.74,Queensland,Ipswich
Gailes,0.39,3,1827.0,39.01,Queensland,Ipswich
Carole Park,,1,,,Queensland,Ipswich
Collingwood Park,0.82,32,7105.0,32.86,Queensland,Ipswich
Redbank,0.8,11,1841.0,39.45,Queensland,Ipswich
Goodna,0.99,40,10466.0,44.23,Queensland,Ipswich
New Chum,,0,,,Queensland,Ipswich
Redbank Plains,1.75,171,19303.0,48.83,Queensland,Ipswich
